response,first variable has more,second variable has leftover (first is taken out),SS Model / PRE has different opportunity / variation to explain,overlapping variation,first gets overlap,sampling variation,reversed explanatory / outcome,one variable is better,coefficients change,misunderstood,did not attempt,qual vs quant,notes
"Switching the order of sugar percent and chocolate is clearly affecting the SS for chocolate and sugar percent. Whichever comes first has a larger SS than when it comes second, so what could be happening is that SS is decreasing when the variable does not come first.",1,1,0,0,0,0,0,0,0,0,0,0,
"I think that it is different because putting chocolate first will reduce the error by chocolate, and the leftover error is reduced by sugarpercent. If you switch to sugarpercent first than the amount of error reduced is different because it is error reduced from the empty model, not error reduced from the complex model already having some of its error reduced by chocolate.",1,1,0,0,0,0,0,0,0,0,0,0,
this might be due to measurement error or sampling variation,0,0,0,0,0,1,0,0,0,0,0,0,
"The first explanatory variable will account for the SS of the empty model and the second explanatory variable added later will account for the remaining SS of the empty model that is not accounted for by the first explanatory variable. Thus, since chocolate and sugarpercent account for different amount of SS of the empty model, the order in which we place these two explanatory variables will change the SS these explanatory variables explain.",1,1,0,0,0,0,0,0,0,0,0,0,
"The SS for chocolate and sugarpercent are different across the models because whichever explanatory variable is included first will have the highest amount of leftover variation to explain, then it will reduce the leftover variation that the next variable is able to potentially explain. The total explained variation is still the same, but the proportions out of that total (of which of the explanatory variable explains more) depends on which is included as the first explanatory variable.",1,1,0,0,0,0,0,0,0,0,0,0,
"Each is different explanatory variable, so the means and corresponding data that result in SS would also be different.",0,0,0,0,0,0,0,0,0,1,0,0,different variables
I have no idea.,0,0,0,0,0,0,0,0,0,0,1,0,did not attempt
"Because chocolate and sugar percent are using the same outcome variable and empty model. These components are based on the outcome variable and its empty model, making them similar in value.",0,0,0,0,0,0,0,0,0,0,0,0,
"I think the SS for chocolate and for sugarpercent are quite different across these models because the order of chocolate and sugarpercent differ. When chocolate is listed first, it accounts for a larger proportion of SS Model, perhaps because it is considered before sugarpercent.",1,1,1,0,0,0,0,0,0,0,0,0,
"I think the computer is calculating the SS models in an order-sensitive way. In the first example, the computer calculates the error reduced first by chocolate, then adds on the error reduced further by sugarpercent. In the second example, the error reduced is calculated from the empty model by the sugarpercent first, then the error reduced further by chocolate is added on. This is order-sensitive because the second explanatory variable is adding onto a model already explained by the first.",1,1,0,0,0,0,0,0,0,0,0,0,
"I think the reason this is happening is dependent on what model is added first. If you add the sugarpercent first, it will explain as most of the variation it can and the chocolate will then explain just whatever is left. However, if you add the chocolate first, it will explain as most of the variation it can and then the sugarpercent will just explain whatever is left.",1,1,0,0,0,0,0,0,0,0,0,0,
Sum of Squares total is based on residuals from the grand mean. SS Error is based on residuals left over after some of the total variations is explained by the difference in group means. Residuals from complex and empty models represent the difference between the data and the model's prediction.,0,0,0,0,0,0,0,0,0,0,0,0,
not totally sure,0,0,0,0,0,0,0,0,0,0,1,0,did not attempt
"When a factor is put in the front, it's value is paired with the Xi. It can be considered the primary factor, since it contributes to a lot of the explained variance right off the bat. Afterwards, the second factor comes in and completes the prediction. The first factor might not have a higher SS if it's first, but it will have a higher SS than if it would have been listed second.",1,1,0,0,0,0,0,0,0,0,0,0,
The amount of error reduced is different because of the order as well as the fact that one explains more error than the other.,0,0,0,0,0,0,0,1,0,0,0,0,
"The SS for chocolate and sugarpercent are different because the order of which you run the model changes which variable is the outcome variable and which is the explanatory variable, so that the x and y axis are switched. This would lead to different values for chocolate and sugar percent across the two different models.",0,0,0,0,0,0,1,0,0,0,0,0,
"I think this happened because the order got switched around. If the outcome variable is winpercent, and we are trying to see if the explanatory variables (chocolate and sugarpercent) explains it, I think R would take the first variable after "" ~ "" into account first, then adding the second parameter.",1,1,0,0,0,0,0,0,0,0,0,0,
"Putting a variable first may cause its SS to be calculated first, and the SS for the other variable is calculated by subtracting SS of the first variable from SS Model. Since SS Model stays the same, whatever variable that has its SS calculated first may get greater SS.",1,1,1,0,0,0,0,0,0,0,0,0,
"This is due to random sampling error. The two runs of the model had different samples and therefore had different data and different proportions of those two variables to work with. Thus, the SS of the two variables differed.",0,0,0,0,0,1,0,0,0,0,0,0,
the reason why they are very alike is because they pull from the same data. the reason why choco and sugar are different because of were the value starts off at.,0,0,0,0,0,0,0,0,0,0,0,0,
probably that order it's being solved matters and that chocolate affects sugar more than the sugar affects chocolate in this system?,1,0,0,0,0,0,0,0,0,0,0,0,variables affect one another asymmetrically
"Chocolate explains much more of the data than the sugar percent does. SS model measure how much is explained by data, similar to PRE, so if more of the data is explained, the SS model will be higher and the SS error will be smaller.",0,0,0,0,0,0,0,1,0,0,0,0,
"Our regression line is still the same, so the differences have to do with which model was applied first to reduce error. Since sugarpercent was the first variable the SS was reduced for that one first, then the SS for chocolate was reduced. This will give the same line, but the amount of variation explained due to sugar was increased because it was applied first to get the line.",1,1,0,0,0,0,0,0,0,0,0,0,regression line is same
"There is some overlap in the variation explained by the two explanatory variables. chocolate on its own can reduce error by 7368.54, and sugarpercent can reduce 955, but the total reduced is 7856.1. This suggests the overlap, and which ever variable comes first gets the overlapped portion.",1,1,1,1,1,0,0,0,0,0,0,0,
"In the first model, the additional parameter is sugarpercent, whereas in the second model the additional parameter is chocolate. So, although the SS model, SS error and SS total don't differ, the individual SS for each do.",0,0,0,0,0,0,0,0,0,0,0,0,
looking at the relationship between order --> chocolates impact on sugar percent and vice versa,0,0,0,0,0,0,0,0,0,0,0,0,
"I think because there will be different distances between points depending on the order, then the residuals will be different, and therefore the SS will be different – however SS total should be the same because they have the same outcome variable.",0,0,0,0,0,0,0,0,0,0,0,0,different residuals
"Even though the complex model explains the same amount of variation using chocolate and sugarpercent as explanatory variables, the order in which error is accounted for is flipped. In the top box, the chocolate model accounts for the residual between the data point and the chocolate model, then the sugarpercent variable accounts for variation and then the left over error is the SS error. This order is flipped for the second box (model) in which sugarpercent accounts for the residual between the data point and the complex sugarpercent model first. Then chocolate does.",1,1,1,0,0,0,0,0,0,0,0,0,
"This might be happening because by switching the order of chocolate and sugarpercent, the variables are now explaining the win percentage in a different order. By changing the order, the reduction of error among the variables will fluctuate as well.",0,0,1,0,0,0,0,0,0,0,0,0,
"Because depending on which model you run first and letting which model to be followed, SS error or the error around the more complex model may vary.",0,0,0,0,0,0,0,0,0,0,0,0,
"The SSmodel measures the SS from the data point to the complex model. The distance when chocolate is run first differs from the distance when sugarpercent is run first. Additionally, it is clear that chocolate explains more of the variation in winpercent than sugarpercent does.",0,0,0,0,0,0,0,1,0,0,0,0,
"This difference could be due to the order of calculations done by the program. When determining the amount of variation explained, chocolate accounts for a larger portion of the explanation. When sugarpercent is calculated first, all of the variation explained by sugarpercent is taken and then the variation explain by chocolate is taken. That explains why sugarpercent's SS is higher when it is calculated first.",1,1,1,1,1,0,0,0,0,0,0,0,
"It depends on which variable you place first. If you put chocolate first, the model accounts for variation in winpercent based on chocolate first, then sugar percent. If you do the opposite, it does the opposite. This is why some of the values across the two models are different, however when you add the affects of both, as can be seen in the SS model, SS error, and SS total, the overall affect is the same. The only difference is in how the affect was calculated.",0,0,1,0,0,0,0,0,0,0,0,0,
"The SS Model for chocolate and for sugarpercentage are different across the models. This might be because of the order that they are placed in the model (and thus the anova table) is affecting the way it it's being calculated in comparison to an empty model (as can be seen with the different p values where only the sugarpercent is not 0).  But looking at the tables and comparing them, the mean and increments (corresponding to each respective group) remains the same. It may be that this model is using different samples from the data but still be using the same overall data frame.",0,0,0,0,0,1,0,0,0,0,0,0,
"I think it's because when chocolate was the first explanatory variable to be entered into the complex model, it explained a large amount of variation and then there was less variation to be explained once sugarpercent was added into the model. This relationship works the same way, but backwards, when sugarpercent is added first, then there is less variation to be explained by chocolate alone.",1,1,1,0,0,0,0,0,0,0,0,0,
"It might be due to the fact that the two variables have very different data. So when comparing the ss, it's very different from across all models.",0,0,0,0,0,0,0,0,0,0,0,0,different data
The SS for chocolate is larger on the top because the chocolate model is fitted first. There are less left over variations for the chocolate model to explain when we fit the sugarpercent model first on the bottom.,1,1,0,0,0,0,0,0,0,0,0,0,
"The Sum of Squares for chocolate and for sugarpercent are different because SS model is the complex model's prediction to empty model's prediction. Changing the order, changes the complex model SS because first the candy is identified by its sugarpercent (which reduces error LESS than chocolate) and then by chocolate.",1,1,0,0,0,0,0,0,0,0,0,0,
"This might be because of the order in which the two variables are explaining variation. When chocolate comes first, it explains 7368.54 of the total SS Model of 7856.13, leaving sugarpercent to explain the remaining 487.59. But if sugar comes first, it would explain 955.0 of the SS Model, and chocolate would then only be able to explain 6901.1 of the rest. The variables are dependent on each other in a way.",1,1,1,1,0,0,0,0,0,0,0,0,
"I think when a variable is first, the value of SS is higher because it account for a larger portion of the difference than the second variable that is acting on a predicted value that has already been adjusted for specifying information.",1,1,0,0,0,0,0,0,0,0,0,0,
because they re focusing on 2 different explanatory variables,0,0,0,0,0,0,0,0,0,1,0,0,different variables
"The SS model, error, total, and 3 parameter estimates are all the same because they deal with the over all variation that is explained and not explained with the variables. I think the SS for chocolate and sugarpercent are a bit different because maybe there are certain individuals that are influenced by both sugar and chocolate when sugarpercent was put first, it accounted for that difference and chocolate did not, even though it could have",0,0,0,1,1,0,0,0,0,0,0,0,
"If a candy bar has chocolate it almost definitely has sugar, but if a candy bar has sugar that does not mean it has chocolate, which is why we are seeing different data here.",0,0,0,1,0,0,0,0,0,0,0,0,
"Although the total error from the model for SS is the same regardless of whether chocolate or sugarpercent is written first, the SS for chocolate and sugarpercent are different one is a stronger explanatory variable than the other. That is, chocolate is a ""better"" explanatory variable than sugar is (the F-ratio and PRE are larger when chocolate on its own is used to explain winpercent). Chocolate can explain a larger ratio of SS than sugar can, which is why SS is different for this model.",0,0,0,0,0,0,0,1,0,1,0,0,
"Each explanatory variable predicts a certain percentage of the SStotal remaining. When sugarpercent is done first it has 100%of the error it can explain. when done second, sugar percent is only left to explain about 60% of the total error. 5% of %60 is less than 5% of 100%. same logic follows for chocolate going first and second.",1,1,1,0,0,0,0,0,0,0,0,0,
"Chocolate explains more of the variation than sugarpercent, so it will always be higher than sugarpercent. When the model is more based off sugarpercent, it makes it slightly higher with less error.",0,0,0,0,0,0,0,1,0,0,0,0,
ss error is calculated from data to the models prediction so here one is being calculated from sugarpercent and the other is being calculated from chocolate,0,0,0,0,0,0,0,0,0,1,0,0,
"The models for chocolate and for sugar percent as (chocolate + sugarpercent) and (sugarpercent + chocolate) are different, i.e. they are completely different models. Although they have the same outcome variable i.e. winpercent due to which the SS error is the same, the actual SS calculation for the complex model to the empty model is different in both",0,0,0,0,0,0,0,0,0,0,0,0,different models
"If I switch the order of my explanatory variables, then their individual SS will be different than before. This is because of the way the process is. If sugar comes before chocolate then, my sugar will be the first one to explain the variation of my empty model. Then chocolate will explain the LEFTOVER variation.",1,1,0,0,0,0,0,0,0,0,0,0,
The SS is different because,0,0,0,0,0,0,0,0,0,0,1,0,did not attempt
"The order of the parameter estimates matter in that the first one explain as much variability as they can, and the remaining variability is sought to be explained by the second explanatory variable.",1,1,0,0,0,0,0,0,0,0,0,0,
"In the first one it calculated the error that chocolate reduced from the model then the it calculated how much sugarpercent reduced the error in the SSerror after choclate was done. In the second supernova, the 2 predictors are switched so the numbers change a bit but whats important is that the SSerror is still the same",1,1,0,0,0,0,0,0,0,0,0,0,
One model is prioritizing a certain variable saying that the first variable has more influence on the overall winpercent.,1,0,0,0,0,0,0,0,0,0,0,0,
Putting one variable before the other in the GLM equations changes these numbers,0,0,0,0,0,0,0,0,0,0,0,0,
"SS stands for the sum of squares, or the sum of squared residuals. By definition, residuals refer to the error between an observation and the model's prediction. The discrepancy between the SS for chocolate and sugarpercent can therefore be attributed to the fact that the observations obtained for chocolate were more ""off"" from their predicted value than the observations for sugarpercent were from their predicted value, which resulted in larger residuals for chocolate and therefore a larger SS.",0,0,0,0,0,0,0,0,0,1,0,0,different variables
Some kind of sampling variation maybe,0,0,0,0,0,1,0,0,0,0,0,0,
"It's just the order each are places in, and random sampling. In both, the SS for chocolate is still higher than that of sugarpercent. Both tables are taking into account one or the other first. Example, for the second table (winpercent ~ sugarpercent+chocolate) sugarpercent is taken into account first. R pulls out the winpercent for sugarpercent and then adds on the winpercent for those who prefer candy with sugar and chocolate, based on how much candy with only sugar was preferred. 
The amount of winness accounted for with only sugarpercent was used to then pull out the winness of chocolate and sugar. 
",1,1,0,0,0,1,0,0,0,0,0,0,
result of running one model after another,0,0,0,0,0,0,0,0,0,0,0,0,
"in once case chocolate is b0 and sugarpercent is b1, while in the other case chocolate is b1 and sugarpercent is b0. When the estimates get switched, SS for each should be expected to change",0,0,0,0,0,0,0,0,1,0,0,0,
"The SS for chocolate and for sugar percent are different because they are different explanatory variables, they will account for different variability.",0,0,0,0,0,0,0,0,0,1,0,0,
"The SS for chocolate and sugarpercent are different across these models because each time the model is made, it differs in how much each estimate contributes to the total SS model each time. However, it always still adds up to be the same value of SS Model total, thus no matter what volume of contribution either estimate of the model contributes, it will always equal the same value each time.",0,0,0,0,0,0,0,0,0,0,0,0,changes every time we make a model
"The SS for chocolate and sugarpercent across these models are different because the sum of squares (model) works by computing the reduction in error from the complex model to the empty one. If you first see how much error chocolate reduces before seeing how much error sugarpercent reduces, sugarpercent can only explain so much of that remaining unexplained error. If it is given the chance to go first and explain all the error it can, then the error explained by chocolate may be lower since it now can only explain less of the error, since sugarpercent has already reduced some of it.",1,1,1,0,0,0,0,0,0,0,0,0,
I think this might be because when a variable is taken into consideration first its effects on the outcome variable are multiplied. This may be due to the fact that the increment for chocolate is significantly larger than the increment for sugarpercent.,0,0,0,0,0,0,0,0,0,0,0,0,due to multiplying coefficients
"The first variable accounts for as much as it can when it is applied first, but if it is applied second, it can only account for the distance from the first applied factor. For example, in the first table, chocolate is first and the SSmodel for chocolate is 7368. In the second table, chocolate is applied after sugar, so its SSmodel is lower, only 6901, because sugar already moved the model from an empty model to a more complex one, in the same direction that chocolate does. This is why the SS error is the same for both tables as well as the SS totals.",1,1,0,0,0,0,0,0,0,0,0,0,
I think it appears different just because the order is reversed. The chocolate model should still have a much higher contribution to the SS model than the sugarpercent model.,0,0,0,0,0,0,0,0,0,0,0,0,
This is because chocolate explains more of the variation in winpercent than sugarpercent does.,0,0,0,0,0,0,0,1,0,0,0,0,
"I think this might be because of the order of the explanatory variables. Or in other words, one of them was first based off of chocolate and then took those values and checked the sugar percent. Whereas the other one was first based on sugar percent and then took those values and checked whether or not it had chocolate. The order of the explanatory variables matters because it filters out information based off of which category came first.",1,1,0,0,0,0,0,0,0,0,0,0,
"The data for chocolate probably has a bigger sample size because as your sample size goes up, your sum of squares goes up and chocolate has a bigger sum of squares than sugar percent.",0,0,0,0,0,0,0,0,0,0,0,0,different sample sizes
"ss is the same if both models are based on residuals from the mean of the same outcome variable, and the residuals are different.",0,0,0,0,0,0,0,0,0,0,0,0,
"I think this is happening because the order the chocolate/sugarpercent is put into lm() is very specific, with outcome coming before the explanatory variable. So if chocolate is first, then sugarpercent is being forced to be used as the explanatory variable when chocolate fits better in that position. And that causes the error reduced for each to differ a lot.",0,0,0,0,0,0,1,0,0,0,0,0,
"By reversing the order of running things, the left over ss explained by the chocolate and sugar percent switches.",0,1,0,0,0,0,0,0,0,0,0,0,
"I think this is the case because there is some overlap in the variation that they explain. Whatever explanatory variable is run first will include all of the overlap values. In all, they all result in the same SS model.",1,1,1,1,1,0,0,0,0,0,0,0,
"The error explained by chocolate specifically and sugarpercent specifically vary depending on which variable you run first. Depending on which variable, chocolate or sugarpercent, is first in the GLM model, the slope of the line may be different, resulting different values for the amount of error reduced by either sugarpercent or chocolate.",0,0,0,0,0,0,0,0,1,0,0,0,
"This has to do with the outcome variable. The SS total will be the same if the outcome variable is the same, but if it is different then that will change things.",0,0,0,0,0,0,0,0,0,0,0,0,outcome changed
"Because the squared errors from the model prediction overlap with each other between chocolate and sugarpercent. When chocolate comes first, a larger SS is related to the chocolate variable. When chocolate comes second, since sugarpercent has already explained some of the SS, chocolate explains less of what is left over.",1,1,1,1,1,0,0,0,0,0,0,0,
I think it's because some of the variance that can be explained by chocolate is already explained by the sugarpercent in the second one where as some of the variance that can be explained by sugarpercend is already explained by chocolate in the first one.,1,1,1,1,1,0,0,0,0,0,0,0,
"There is definitely some overlap between the candies that have chocolate and candies that have sugar. There's likely a lot of candies that have both. By putting chocolate first, all candies with chocolate are accounted for first, even if they have sugar. Then candies with sugar are accounted for second, excluding the sugary candies that were already included with chocolate candies. The same thing happens the other way around. Most of the chocolate candies likely have sugar too, so the sugar candy is first recorded, then only the remaining chocolate candies are under the chocolate category. This it what causes differences in the two tables.",1,1,1,1,1,0,0,0,0,0,0,0,
Because SS total is based on resids from the Grand Mean.,0,0,0,0,0,0,0,0,0,0,0,0,
Sugarpercent and chocolate are two different types of data so the SS for them cannot be the same because they are taken individually in that case and are not correlated,0,0,0,0,0,0,0,0,0,1,0,1,
there is sampling variation across the two models. We get different samples every time we try to make estimates from the population.,0,0,0,0,0,1,0,0,0,0,0,0,
"The SS for chocolate and sugarprecent are different across these models as the explanatory variable that went first explained more variation in the outcome variable. For example, when chocolate was written before sugar percent, it had a higher SS and therefore explained more variation in the outcome variable. The same situation occurred with sugarpercent when it was written first (had higher SS and explained more variation). This most likely means that the order of the explanatory variable influences the proportion of variation that can be explained by that variable.",1,1,0,0,0,0,0,0,0,0,0,0,
"SS varies here because chocolate is a categorical variable, while sugarpercent is a quantitative variable.",0,0,0,0,0,0,0,0,0,0,0,1,
"That is because when we calculate these variables as the explanatory for the winning percent, these value were first based off of the means of the first first imputed. That would then change the way in which the sum of squares is computed.",0,0,0,0,0,0,0,0,0,0,0,0,
"This could be a result of random sample variation as the values of SS for chocolate is close to the ones in the first model but the SS of sugarpercent seems to be doubled in the ""sugarpercent + chocolate"" model thus making the model seem more suitable to explain the variation in winpercent with comparison of the p value of sugarpercent between the two models.",0,0,0,0,0,1,0,0,0,0,0,0,
I don't see why this should be different since we got the same parameter estimates. It might just be a technical thing?,0,0,0,0,0,0,0,0,0,0,0,0,just a technical thing; regression line is same
Chocolate is a categorical variable and has less degrees of freedom while sugarpercent is quantitative. THey are not the same format of measuring and sugar percent has more variation in its numbers because it is not categorical.,0,0,0,0,0,0,0,0,0,0,0,1,
"by placing the sugarpercent first, you allow it to explain more of the variation before chocolate does (second model). Then, chocolate just explains the leftover variation in SSModel after the sugarpercent does",1,1,1,0,0,0,0,0,0,0,0,0,
"The SS for chocolate and for sugarpercent is different here because of sampling variation. When we were running the models the two ways, we are inherently doing the same thing because having chocolate as the first explanatory as opposed to the second does not make a difference (order doesn't make a difference since both chocolate and sugarpercent are being used as predictors). This is why a lot of things are similar across the two models. But because each are models and they are sampled from a population, there will be some variability.",0,0,0,0,0,1,0,0,0,0,0,0,
"I think they are different because there is a lot of sugar in chocolate but there isn't a chocolate in sugar. So when you did chocolate first, it reduced a lot of error and there was less slack for the sugar to pick up. But when you did sugar first, there was still a lot of extra variation for the chocolate to account for",1,1,1,1,1,0,0,0,0,0,0,0,
Since the SS for sugar percent is a lot smaller than the SS for chocolate it means that there is less variation in sugar percent. This could also mean that there is more remaining variation in chocolate than in sugar percent.,0,0,1,0,0,0,0,0,0,0,0,0,
They are different because the order in which the model is created establishes different amounts of error for the additional variables,0,0,1,0,0,0,0,0,0,0,0,0,
"Changing the order changes chocolate and sugarpercent as their variables (b1, b2) so the SS value are changed because the GLM values have changed. When chocolate comes first, its value is the amount added to the prediction when chocolate is 0 for each value of chocolate, then sugarpercent is the difference from chocolate. When sugarpercent is first, the model must fit it so that the b1 value is sugar's difference from the prediction when sugar is 0, then from there, chocolate's value is added on. These are different numbers each time, so the SS changes",0,0,0,0,0,0,0,0,1,0,0,0,
I am not sure possibly those that differ are based on different samples that change where as SS models stay the same,0,0,0,0,0,1,0,0,0,0,0,0,
The SS Model explains how much of an effect the explanatory variable had on the outcome variable. The fact that the SS for chocolate and sugar percent are different illustrates that they each explained a different amount of variance in the model. The fact that the SS model for chocolate is higher than the SS model for sugarpercent suggests chocolate had a larger effect on winpercent.,0,0,0,0,0,0,0,1,0,0,0,0,
"By changing the order and therefore the explanatory variable, it is changing the total squared deviations from the mean as sugarpercent and chocolate will now be different distances from the mean. Therefore, the SS values change.",0,0,0,0,0,0,0,0,0,0,0,0,different means
I think they could be different because it changes the order in which each observation is subtracted from the overall mean. Therefore the first time the chocolate affects the mean of the sugarpercent before the sugarpercent is compared. Reverse for the second one.,0,0,0,0,0,0,0,0,0,0,0,0,different means
"I am not sure. The parameter estimates are the same, there should not be a difference",0,0,0,0,0,0,0,0,0,0,0,0,regression line is same; shouldn't be different
"Most chocolate candies already come with their own sugar percent, but not all sugary candies come with their own chocolate percent, so the difference in SS is just due to a technicality on the order of input.",0,0,0,1,0,0,0,0,0,0,0,0,
Because  whatever variable goes after ~ is explaining more variation for that variable in that specific model,1,1,0,0,0,0,0,0,0,0,0,0,
The SS is different across these two models because we are switching the order in which the explanatory variables are used. In both cases it appears that the chocolate variable explains more for the outcome variable (win percent). When chocolate is ran first the SS for chocolate is greater compared to the SS for chocolate when it is ran second. I believe this is the case because Chocolate explains more variation. By running chocolate first it can explain more of the variation than when it is ran second.,0,0,0,0,0,0,0,1,0,0,0,0,
"I think it's because of sampling variation. Perhaps the sample was slightly different when they switched calling for chocolate or sugarpercent first. Regardless of the order, it seems that chocolate will explain more error than sugarpercent.",0,0,0,0,0,1,0,0,0,0,0,0,
"The SS for chocolate and the SS for sugarpercent are probably so different because in each model, either chocolate or sugarpercent is the more significant explanatory variable. In one model, whether a candy is chocolate or not is a better indicator of what winpercent will be, but in the other model, a candy's sugarpercent is a better indicator of what winpercent will be.",0,0,0,0,0,0,0,1,0,0,0,0,
"Since one variable is explained first before the other, the sum of squares that is explained by the first variable is able to reduce its full proportion from the empty model versus the second variable that reduced the remaining proportions that it can take from the empty model then. That would explain the difference seen in the SS explained by each variable when switched around.",1,1,0,0,0,0,0,0,0,0,0,0,
The SS for chocolate and the SS for sugarpercent are different across the models because each group has a different amount of candidates within each group. They both do not have the same sample size and it was randomized so all of the values inevitably would be different.,0,0,0,0,0,0,1,0,0,0,0,0,different samples; there was randomization
"b1 and b2 might have not moved with their respective variables, and that could have messed things up from one to the other",0,0,0,0,0,0,0,0,0,0,0,0,coefficients didn't update
not sure how to explain it,0,0,0,0,0,0,0,0,0,0,1,0,
"I think because the style of approach was different. For the first graph, winpercent was coded first, while the second graph has sugarpercent first. Due to this, the data must have been altered.",0,0,0,0,0,0,0,0,0,0,0,0,data was altered
"There is a difference when switching variables from outcome to explanatory and vice versa. The total numbers end up being the same as in PRE, F, MS, etc. But, the SS will be different.",0,0,0,0,0,0,1,0,0,0,0,0,
"I think the numbers are different because R took in the information in a different order, depending on if chocolate or sugarpercent was mentioned first. First, R calculated the winpercent given chocolate and added on sugarpercent. And then R did winpercent given sugarpercent and added on chocolate. The discrepencies were just a matter of the order of how R took in the code. Also, when I summed up the SS model chocolate and SS model sugarpercent for each factor, the sums are very close anyways.",1,1,0,0,0,0,0,0,0,0,0,0,
"SS for chocolate and sugarpercent are different across the models depending on what variable is being run first as that specific factor is being fitted before the other one. Also, random sampling may have affected the values that were used to fit the model.",1,0,0,0,0,1,0,0,0,0,0,0,
Sample variation? I look like a pretty big difference in how I don't know how it would make sense we are changing the order in which it was placed. maybe the higher one is some kind of candy that is covered with chocolate while the other is chocolate cover with fruit?,0,0,0,0,0,1,0,0,0,0,0,0,
"I think this might just be sampling variation. Because the samples we picked out may differ in the sugarpercent and chocolate, the sum of squares would be different for each.",0,0,0,0,0,1,0,0,0,0,0,0,
"Since the order was reversed, that means the leftover number for the second factor to reduce would be different. 7856-955 (in the second one) is going to be a different leftover number than 7856-7368 (in the first one)",0,1,0,0,0,0,0,0,0,0,0,0,
"Because depending on which factor is calculated first, the model will be calculated with different numbers (parameters) and the average distances will be slightly different but when squared can cause the SS to look much more different.",0,0,0,0,0,0,0,0,1,0,0,0,
"since the axises were switched, the sum of squares was also switched because it changes the distances, but they would still add up to the same number",0,0,0,0,0,0,1,0,0,0,0,0,axes switched
"I think that when you start with one variable first, it weighs more heavily on that one than the other one and tends to make that first one the stronger/better one that helps out more with reducing variation.",1,0,0,0,0,0,0,0,0,0,0,0,different weights
"it is different because switching the order of the variables makes it so that the model predicts chocolate based on sugarpercent in one, and the other sugarpercent based on chocolate",0,0,0,0,0,0,0,0,0,0,0,0,predictors explain each other
"The SS for chocolate and for sugarpercent are different across the two models because of the order that they are placed in. Despite the order, we can see that from both models, chocolate explains a little more variation than sugar does. What ultimately matters is that the SS model and SS total are the same.",0,0,0,0,0,0,0,0,0,0,0,0,
"The SS for chocolate and for sugarpercent are quite different across these models because the sugarpercent and chocolate are explaining variation differently, and thus adding up to an equal amount of SS total regardless of model, but individually are different in SS model.",0,0,0,0,0,0,0,0,0,0,0,0,
"SS is different because it depends on the mean and individual values of chocolate and sugarpercent. Since the two are different sets of variables and contain different values, SS differs. The other values are the same because they are based on MS, which takes in account both variables and not just one.",0,0,0,0,0,0,0,0,0,0,0,0,
"R calculates the the SS for the variable listed first. In doing so, the SS is calculated to explain as much of the SS from the empty model as possible, regardless of the second variable. Then, after the SS is for the first variable has been calculated, the second variable explains the remaining variation. In a sense, the first variable does more ""work"" for explaining, while the second variable does the leftover. This is because there is an intersection of SS that both chocolate and sugarpercent explain; and the one that is listed first will explain it.",1,1,1,1,1,0,0,0,0,0,0,0,
SS for chocolate is higher on both models. Maybe the difference is occurring because one variable is quantitative and the other is not,0,0,0,0,0,0,0,0,0,0,0,1,
The Sum of Squares is difference because both results come from different samples. Sampling variation may be occurring.,0,0,0,0,0,1,0,0,0,0,0,0,
I think they could be different because the sum of squares were different in each of the models.,0,0,0,0,0,0,0,0,0,0,0,0,
"I think that the SS is differing across the models because chocolate is a categorical variable and sugarpercent is a quantitative/continuous variable. By placing chocolate first, r might be coding for a factor as the explanatory variable; whereas, r might be coding the explanatory variable for a number when the sugarpercent is listed first. They have the same outcome variable still making the SS Total the same for each and SS Error is still the same because, in the end, they are still left with the same amount of leftover variation. The models differ because they will code differently for how much error is reduced depending on the categorical/quantitative properties.",0,0,0,0,0,0,0,0,0,0,0,1,
"As a quick reminder - compared exclusively between the two, the chocolate model explains more variation than the sugarpercent model. Now onto the explanation. 

I think this might be due to the fact that, when the chocolate variable is incorporated first into the model, it explains the majority of the variation that this two-factor model is capable of explaining. This leaves a smaller amount of variation to be explained by the sugarpercent variable. However, when the sugarpercent variable is incorporated first, it explains some variation (importantly much more variation when compared to the amount it explained when it was run second), then the chocolate model is left to explain the remaining variation that is capable of being explained by this two-factor model (but less than when it was run first).

This sort of behavior makes me thing variables are likely related. After all, chocolate does contain sugar!",1,1,0,1,0,0,0,0,0,0,0,0,
"I predict that whatever you put the explanatory variable either, chocolate or as sugarpercent, their percentage of how much error is explained slightly increases. I predict that the numbers fluctuate because there is overlap between these two explanatory variables.",1,0,0,1,0,0,0,0,0,0,0,0,
"When you reduce chocolate before sugarpercent, there is less variation to explain than doing sugarpercent first, so a smaller SS",1,1,0,0,0,0,0,0,0,0,0,0,
"The difference in the SS values have to do something with the order. For instance, running the model with chocolate first would explain part of its variation which would affect on the amount of variation explained for sugarpercent.",1,1,0,0,0,0,0,0,0,0,0,0,
"Since chocolate and sugarpercent effect the model differently, the sum of squares will depend on the order that are modeled. The first predictor will most likely eliminate most of the error while the second predictor will only remove a smaller portion of the error.",1,1,0,0,0,0,0,0,0,0,0,0,
"Sampling variation; different samples yield difference statistics. Every time we run something, it will look slightly different from the previous output.",0,0,0,0,0,1,0,0,0,0,0,0,
"The SS for chocolate and for sugarpercent seem to be quite different across these models because the samples taken from both variables vary. Not every sample is the same, thus, the numbers seems to be a little different but regardless, it seems that chocolate is the model that accounts for most of the variation.",0,0,0,0,0,1,0,0,0,0,0,0,
